molecule_chembl_id,canonical_smiles,clean_smiles,IC50_nM
CHEMBL53665,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,1.2
CHEMBL118482,Brc1cccc(Nc2cnnc3ccccc23)c1,Brc1cccc(Nc2cnnc3ccccc23)c1,10000.0
CHEMBL119432,Nc1cccc2ncnc(NCc3ccccc3)c12,Nc1cccc2ncnc(NCc3ccccc3)c12,10000.0
CHEMBL93181,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0
CHEMBL161226,CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,6100.0
CHEMBL296168,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1.1
CHEMBL51741,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,0.4
CHEMBL117804,c1ccc(CCNc2ncnc3ccccc23)cc1,c1ccc(CCNc2ncnc3ccccc23)cc1,4100.0
CHEMBL116748,O=[N+]([O-])c1ccc2c(NCc3ccccc3)ncnc2c1,O=[N+]([O-])c1ccc2c(NCc3ccccc3)ncnc2c1,5900.0
CHEMBL115745,COc1cc2ncnc(NCc3ccccc3)c2cc1O,COc1cc2ncnc(NCc3ccccc3)c2cc1O,56.0
CHEMBL49986,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.54
CHEMBL119708,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,8000.0
CHEMBL424255,COc1cccc2c(NCc3ccccc3)ncnc12,COc1cccc2c(NCc3ccccc3)ncnc12,10000.0
CHEMBL332938,COc1ccc2ncnc(NCc3ccccc3)c2c1,COc1ccc2ncnc(NCc3ccccc3)c2c1,200.0
CHEMBL443523,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,0.45
CHEMBL125920,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,11.0
CHEMBL65250,C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,4.0
CHEMBL119758,Brc1cccc(Nc2nnnc3ccccc23)c1,Brc1cccc(Nc2nnnc3ccccc23)c1,1000.0
CHEMBL117554,Clc1ccc(CNc2ncnc3ccccc23)cc1,Clc1ccc(CNc2ncnc3ccccc23)cc1,7000.0
CHEMBL102726,c1ccc(CNc2ncnc3ccccc23)cc1,c1ccc(CNc2ncnc3ccccc23)cc1,320.0
CHEMBL119242,O=[N+]([O-])c1cccc2c(Nc3cccc(Br)c3)ncnc12,O=[N+]([O-])c1cccc2c(Nc3cccc(Br)c3)ncnc12,10000.0
CHEMBL54088,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,0.48
CHEMBL117988,Nc1cccc2c(NCc3ccccc3)ncnc12,Nc1cccc2c(NCc3ccccc3)ncnc12,10000.0
CHEMBL421548,O=C1Nc2ccc(Cl)cc2/C1=C/c1ccc(N2CCOCC2)cc1,O=C1Nc2ccc(Cl)cc2C1=Cc1ccc(N2CCOCC2)cc1,10000.0
CHEMBL53555,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,0.77
CHEMBL53637,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,1.6
CHEMBL127367,CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,390.0
CHEMBL126974,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,1100.0
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,577.0
CHEMBL126996,CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,720.0
CHEMBL58436,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,7100.0
CHEMBL49350,O=C(NCCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,O=C(NCCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,1400.0
CHEMBL93173,COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,170.0
CHEMBL90541,COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC,COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC,820.0
CHEMBL330323,COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,200.0
CHEMBL422066,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC,430.0
CHEMBL48436,O=C(NCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,O=C(NCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,1400.0
CHEMBL50415,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,5600.0
CHEMBL94019,COc1cc2ncnc(NC3CCc4ccccc43)c2cc1OC,COc1cc2ncnc(NC3CCc4ccccc43)c2cc1OC,910.0
CHEMBL93423,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O,390.0
CHEMBL296582,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1,3100.0
CHEMBL48650,O=C(Nc1ccccc1)c1cc2ccc(O)c(O)c2cn1,O=C(Nc1ccccc1)c1cc2ccc(O)c(O)c2cn1,7700.0
CHEMBL91428,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,660.0
CHEMBL330668,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,780.0
CHEMBL92006,COc1cc2ncnc(/N=N/c3ccc(F)c(Cl)c3)c2cc1OC,COc1cc2ncnc(N=Nc3ccc(F)c(Cl)c3)c2cc1OC,730.0
CHEMBL329867,COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC,COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC,6.4
CHEMBL105053,C[C@@H](Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1,CC(Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1,10.0
CHEMBL420059,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,300.0
CHEMBL419137,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,10.0
CHEMBL91484,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCCN(C)C,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCCN(C)C,27.0
CHEMBL154580,C=CC(=O)c1ccc2ccccc2c1,C=CC(=O)c1ccc2ccccc2c1,10000.0
CHEMBL328277,COc1cc2ncnc(N3CCc4ccccc43)c2cc1OC,COc1cc2ncnc(N3CCc4ccccc43)c2cc1OC,820.0
CHEMBL90540,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC(C)=O,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC(C)=O,84.0
CHEMBL321511,O=[N+]([O-])c1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,O=[N+]([O-])c1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,10000.0
CHEMBL328106,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,0.96
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,0.24
CHEMBL294769,COc1cc2nc(C)nc(Nc3cccc(Br)c3)c2cc1OC,COc1cc2nc(C)nc(Nc3cccc(Br)c3)c2cc1OC,10000.0
CHEMBL329183,O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1,O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1,6100.0
CHEMBL93302,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,4.7
CHEMBL96627,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,1367.0
CHEMBL328879,COc1ccc2ncnc(Nc3ccccc3)c2c1,COc1ccc2ncnc(Nc3ccccc3)c2c1,55.0
CHEMBL96780,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,3.8
CHEMBL90013,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,11.0
CHEMBL433205,Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,3.3
CHEMBL328244,Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,574.0
CHEMBL431811,COc1cc2c(Nc3cccc(Br)c3)ncnc2c(OC)c1OC,COc1cc2c(Nc3cccc(Br)c3)ncnc2c(OC)c1OC,10000.0
CHEMBL93051,Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,15.0
CHEMBL93966,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,2.0
CHEMBL328955,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,0.25
CHEMBL92174,COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,128.0
CHEMBL534909,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(NCCN)nc21.Cl,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(NCCN)nc21,10000.0
CHEMBL367625,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21,5100.0
CHEMBL368278,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21,CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCC(N)C3)nc21,5300.0
CHEMBL93461,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,40.0
CHEMBL420254,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,12.0
CHEMBL63469,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,6.5
CHEMBL89940,Nc1ccc2ncnc(Nc3ccccc3)c2c1,Nc1ccc2ncnc(Nc3ccccc3)c2c1,770.0
CHEMBL93734,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],28.0
CHEMBL92985,Fc1cccc(Nc2ncnc3ccccc23)c1,Fc1cccc(Nc2ncnc3ccccc23)c1,56.0
CHEMBL330224,Nc1ccc2c(Nc3ccccc3)ncnc2c1,Nc1ccc2c(Nc3ccccc3)ncnc2c1,100.0
CHEMBL66409,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,25.0
CHEMBL447230,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,152.0
CHEMBL328295,O=[N+]([O-])c1ccc2ncnc(Nc3ccccc3)c2c1,O=[N+]([O-])c1ccc2ncnc(Nc3ccccc3)c2c1,5000.0
CHEMBL92936,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],68.0
CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,0.69
CHEMBL94432,O=[N+]([O-])c1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,O=[N+]([O-])c1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,10000.0
CHEMBL96489,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,159.0
CHEMBL93545,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],53.0
CHEMBL93544,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],2000.0
CHEMBL93295,COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,463.0
CHEMBL328691,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,12.0
CHEMBL92709,COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,113.0
CHEMBL65038,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],15.0
CHEMBL93346,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1OC,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1OC,10000.0
CHEMBL317925,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,0.67
CHEMBL92398,COc1ccc2c(Nc3ccccc3)ncnc2c1,COc1ccc2c(Nc3ccccc3)ncnc2c1,120.0
CHEMBL327307,COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,0.072
CHEMBL557975,CCn1cnc2c(Nc3cccc(C#N)c3)nc(NCCN)nc21.Cl,CCn1cnc2c(Nc3cccc(C#N)c3)nc(NCCN)nc21,10000.0
CHEMBL93635,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,810.0
CHEMBL93783,CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,CN(CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,14.0
CHEMBL177053,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,44.0
CHEMBL426580,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,0.29
CHEMBL92902,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,115.0
CHEMBL327838,COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,65.0
CHEMBL328704,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,12.0
CHEMBL319620,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,4000.0
CHEMBL172652,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,4.1
CHEMBL94066,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,107.0
CHEMBL366580,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,0.34
CHEMBL92356,CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,65.0
CHEMBL94062,O=C(C#CCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C#CCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.0
CHEMBL93784,COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,65.0
CHEMBL176582,Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,0.01
CHEMBL93537,O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C=CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,203.0
CHEMBL94123,O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C=CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,215.0
CHEMBL92882,COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1132.0
CHEMBL93386,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,20.0
CHEMBL122260,CNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,CNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,9700.0
CHEMBL93049,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,59.0
CHEMBL175101,CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,22.0
CHEMBL93754,O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C=CCn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1124.0
CHEMBL441279,COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,330.0
CHEMBL123045,O=[N+]([O-])c1cc(NCc2cc(O)ccc2O)ccc1O,O=[N+]([O-])c1cc(NCc2cc(O)ccc2O)ccc1O,5400.0
CHEMBL91925,CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CCN(CC)CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,73.0
CHEMBL316127,O=C(/C=C/CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,74.0
CHEMBL174426,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.025
CHEMBL91748,CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CN(C)C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,250.0
CHEMBL91009,COCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.0
CHEMBL173498,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,1.7
CHEMBL2112369,COC[C@@H]1CCCN1C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCC1CCCN1CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,194.0
CHEMBL90595,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,57.0
CHEMBL122397,CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,900.0
CHEMBL91811,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,85.0
CHEMBL328977,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,95.0
CHEMBL427298,CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc21,CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc21,203.0
CHEMBL329856,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.0
CHEMBL442754,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COCCN(C)CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,62.0
CHEMBL91867,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.0
CHEMBL176891,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,1.32
CHEMBL414220,C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,71.0
CHEMBL169970,O=C(Oc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,O=C(Oc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,70.0
CHEMBL553908,COc1cc2ncnc(N(C)c3cccc(Cl)c3)c2cc1OC.Cl,COc1cc2ncnc(N(C)c3cccc(Cl)c3)c2cc1OC,100.0
CHEMBL554566,Cc1cccc(N(C)c2ncnc3cc(C)c(C)cc23)c1.Cl,Cc1cccc(N(C)c2ncnc3cc(C)c(C)cc23)c1,6500.0
CHEMBL101683,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,7300.0
CHEMBL355294,O=C(NOCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,O=C(NOCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,50.0
CHEMBL53375,COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,39.0
CHEMBL169356,Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1,Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1,3000.0
CHEMBL545538,COc1cc2ncnc(N(C)c3ccc(C)cc3)c2cc1OC.Cl,COc1cc2ncnc(N(C)c3ccc(C)cc3)c2cc1OC,4000.0
CHEMBL301549,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,263.0
CHEMBL171727,CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,7000.0
CHEMBL171054,CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1,CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1,360.0
CHEMBL54383,c1ccc(CNc2ncnc3ncccc23)cc1,c1ccc(CNc2ncnc3ncccc23)cc1,10.0
CHEMBL352583,O=C(OCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,O=C(OCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,80.0
CHEMBL298637,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,52.0
CHEMBL53062,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.6
